model,seed,category,video_id,ground_truth,transformation,transformation_family,severity,prob_fake,pred_fake,correct,SO,SO@10,SO@20,SO@30,IoU,IoU@10,IoU@20,IoU@30,saliency_mass,hit_rate,saliency_entropy,faithfulness,faithfulness_blur,faithfulness_zero,faithfulness_mean,ES_cos,explanation_IoU,explanation_IoU@10,explanation_IoU@20,explanation_IoU@30,prediction_preserved,n_valid_frames,n_failed_frames
efficientnet_b0,2024,Deepfakes,033_097,1,brightening_sev1,brightening,1,0.7048511399424134,0.7438423645320197,0.7438423645320197,0.13595607369461982,0.1412683578694579,0.13595607369461982,0.12552913693504905,0.08618449269841154,0.0581024381885785,0.08618449269841154,0.09019227967329252,0.12493373919263949,0.13793103448275862,9.249872052610801,0.4463748336159464,0.4463748336159464,0.46647702246041867,0.4566129489338457,0.6393313093591221,0.4468742741396007,0.44531037993055583,0.4468742741396007,0.4410689303429346,0.7931034482758621,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,brightening_sev2,brightening,2,0.5656104767511557,0.5615763546798029,0.5615763546798029,0.05961313393026054,0.05955389654502992,0.05961313393026054,0.0589826208446133,0.033980132301452526,0.023208972718401197,0.033980132301452526,0.03799599607151306,0.05840582304305478,0.03940886699507389,9.131260185993364,0.3443829682082158,0.3443829682082158,0.32844137303586224,0.3082585525607204,0.461190170350108,0.2900531843095097,0.2795396347459448,0.2900531843095097,0.2996416280766725,0.6108374384236454,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,brightening_sev3,brightening,3,0.485712266398658,0.4482758620689655,0.4482758620689655,0.032881147978587766,0.030764333339258446,0.032881147978587766,0.032688198667108384,0.01839621937452296,0.011284894466738606,0.01839621937452296,0.020787880243365454,0.026691029533762477,0.014778325123152709,8.844499216878356,0.2639527172056655,0.2639527172056655,0.23712106662219745,0.22847159169476677,0.3400339027984312,0.1987491731449826,0.18347501267111696,0.1987491731449826,0.21078821143120557,0.4975369458128079,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,clean,clean,0,0.9258073732770723,0.9507389162561576,0.9507389162561576,0.26086081450439486,0.2972813509837303,0.26086081450439486,0.2243975960717929,0.1798482640430291,0.12620070681503442,0.1798482640430291,0.18122457087117433,0.22843228449675962,0.2955665024630542,11.635376474540221,0.5152842661553966,0.5152842661553966,0.5506753902744703,0.6107076106953154,,,,,,,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,darkening_sev1,darkening,1,0.9362743339808703,0.9507389162561576,0.9507389162561576,0.3344130729619489,0.38080161634568604,0.3344130729619489,0.2862012697232092,0.24205765334087034,0.16704048076354908,0.24205765334087034,0.24126293490960568,0.30245530453519404,0.3694581280788177,11.39929151300139,0.5654400675580493,0.5654400675580493,0.6074670262364075,0.6600693414848541,0.8596682897896737,0.695629895872238,0.6836803699113443,0.695629895872238,0.6876164572548975,0.9901477832512315,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,darkening_sev2,darkening,2,0.9463700254452346,0.9605911330049262,0.9605911330049262,0.385899381189184,0.4399350732868022,0.385899381189184,0.3320098993340809,0.2821795490756854,0.19437455008922808,0.2821795490756854,0.28112633168915074,0.36882889093701954,0.45320197044334976,11.250958113834775,0.6569152721565152,0.6569152721565152,0.6485815459226941,0.71808216773063,0.7512955604512959,0.5604841593817708,0.5334305582803065,0.5604841593817708,0.550571048642158,0.9802955665024631,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,darkening_sev3,darkening,3,0.9645014717587697,0.9852216748768473,0.9852216748768473,0.3977275299895127,0.46682171905437486,0.3977275299895127,0.3499276190555607,0.2858847882980465,0.20537275764204582,0.2858847882980465,0.29442113422062793,0.41073749309829616,0.5123152709359606,11.212715623413988,0.74779433295047,0.74779433295047,0.6339515880979781,0.755425750633419,0.6516537354179565,0.4511346390080323,0.3983966262836091,0.4511346390080323,0.4438598388891267,0.9655172413793104,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,jpeg_sev1,jpeg,1,0.7626315735904454,0.8078817733990148,0.8078817733990148,0.16324624696205803,0.1796242503917926,0.16324624696205803,0.14641595347385017,0.10537934181375172,0.0734038670648674,0.10537934181375172,0.11121436783086418,0.14624379456295408,0.17733990147783252,9.746917715213568,0.5082499656718444,0.5082499656718444,0.5061866959162387,0.5189553020909667,0.5964954423125198,0.41124381704692253,0.38522147782300925,0.41124381704692253,0.4147736444522873,0.8374384236453202,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,jpeg_sev2,jpeg,2,0.24764551179428476,0.19704433497536947,0.19704433497536947,0.026216946673533248,0.02410541344151287,0.026216946673533248,0.027364204599320974,0.013308491155443294,0.008967444080830562,0.013308491155443294,0.015150035606162146,0.023121021678399696,0.019704433497536946,6.5641798010013375,0.14545312652830605,0.14545312652830605,0.14059590969809324,0.11921379701641566,0.20576249689438827,0.12102715348011005,0.11335932696180152,0.12102715348011005,0.1258700359985882,0.24630541871921183,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,jpeg_sev3,jpeg,3,0.02272540740014739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554706780194062,0.007047392974975617,0.007047392974975617,0.00642873204391245,0.0043727616800599105,0.10047168119651385,0.041470750983772044,0.03981082725342968,0.041470750983772044,0.0485196459643598,0.04926108374384237,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,resize_sev1,resize,1,0.9830672529530643,0.9950738916256158,0.9950738916256158,0.33174441069269583,0.3709857454654551,0.33174441069269583,0.300953929225288,0.22652716031298872,0.15629969910570207,0.22652716031298872,0.24894442734901015,0.30939774191286296,0.35960591133004927,11.890141317997072,0.29174374934891467,0.29174374934891467,0.5510193333809672,0.680302544463692,0.7129142602011641,0.5114488601702306,0.48185136430910513,0.5114488601702306,0.49666171769361495,0.9556650246305419,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,resize_sev2,resize,2,0.9649964397763972,0.9901477832512315,0.9901477832512315,0.2958032501204279,0.3194507954955729,0.2958032501204279,0.2787140424920307,0.1924954387653627,0.12864785747728838,0.1924954387653627,0.22245665778091228,0.2748495598513824,0.2561576354679803,11.68395200738766,0.24659295776042295,0.24659295776042295,0.5111788076118066,0.5681778200244842,0.6433993855647359,0.43911321674555015,0.39689306900199656,0.43911321674555015,0.42621933953908536,0.9408866995073891,203,0
efficientnet_b0,2024,Deepfakes,033_097,1,resize_sev3,resize,3,0.8680678001178309,1.0,1.0,0.3325297961544781,0.3705017574523551,0.3325297961544781,0.30285321232669765,0.23083735210173364,0.1606917490286896,0.23083735210173364,0.2442481885085558,0.3290918872129192,0.3497536945812808,10.412993318341636,0.040433885575515284,0.040433885575515284,0.19822061649097006,0.1930823075066646,0.38661020880549524,0.23611320653315665,0.16765433079012057,0.23611320653315665,0.2653604023064315,0.9507389162561576,203,0
efficientnet_b0,2024,Deepfakes,097_033,1,brightening_sev1,brightening,1,0.9935986111561458,1.0,1.0,0.18775368053274713,0.23329565997623847,0.18775368053274713,0.1526118853486935,0.13586879599952778,0.10443480450375829,0.13586879599952778,0.12958207865782315,0.16087852347341539,0.23333333333333334,12.636202144622803,0.380589130303512,0.380589130303512,0.4536108820931986,0.5910278413087023,0.9288710357918294,0.6756647549651761,0.6218525213307785,0.6756647549651761,0.7047895814438185,1.0,120,0
efficientnet_b0,2024,Deepfakes,097_033,1,brightening_sev2,brightening,2,0.9774906009435653,1.0,1.0,0.16335998089503276,0.19736600351672443,0.16335998089503276,0.13933631327403725,0.1121818265804347,0.08438065687061276,0.1121818265804347,0.11283418486591437,0.14701083642120163,0.18333333333333332,12.256542181968689,0.4714727777405642,0.4714727777405642,0.5087873296812176,0.6310695809583801,0.8083635884507416,0.5174879422814946,0.39649855226754543,0.5174879422814946,0.5857330490488495,1.0,120,0
efficientnet_b0,2024,Deepfakes,097_033,1,brightening_sev3,brightening,3,0.9526603564620018,1.0,1.0,0.15271086919770607,0.1755053461696347,0.15271086919770607,0.13521610662444689,0.1034167336949677,0.07196690719454497,0.1034167336949677,0.11106886367084919,0.14355674959195006,0.16666666666666666,11.986685291926067,0.5242148539672296,0.5242148539672296,0.5449879455380142,0.6623077997472138,0.705162491303078,0.4233609992560943,0.2828467792617311,0.4233609992560943,0.49261462080596957,1.0,120,0
